pH,Hardness,Solids,Chloramines,Sulfate,Conductivity,Turbidity
7.8251,260.5431,16666.9976,4.4637,257.3478,582.9769,4.2803
5.5475,248.9975,19495.0159,6.6635,117.9968,431.7661,6.5402
7.1581,118.6653,23166.3908,7.1367,292.6475,460.8428,2.9966
4.999,180.4736,22108.4065,3.5071,282.6755,436.1391,3.681
6.0979,196.8554,30272.7664,7.6633,273.4484,462.4295,5.2928
7.4797,189.2403,588.8634,4.9057,359.2953,410.4353,3.9786
4.6105,226.7088,904.561,10.4221,339.7956,417.2349,3.5985
7.6607,314.5093,16032.9746,8.0479,303.8301,492.4574,4.6788
6.9705,286.5413,28778.4015,6.2002,316.0125,607.6499,4.327
7.8287,95.0225,7474.8157,5.5097,271.6513,307.9943,5.2365
7.3359,249.7656,500.0,6.7901,422.0393,411.695,5.5498
9.0462,306.3147,24569.4352,8.2256,161.6643,325.5632,4.3684
7.1878,230.9447,21949.2578,6.949,291.1721,547.362,4.3501
6.3559,287.2784,11278.3327,6.5657,285.202,372.981,4.2569
7.1834,360.9816,12115.6832,7.1167,345.0624,304.5439,4.587
7.8149,281.8968,12242.0502,5.7923,212.4917,471.055,4.0662
7.0733,219.9447,20884.2825,6.3136,140.5062,559.5449,3.9993
7.0609,283.6071,14989.4778,2.8284,292.5458,473.0878,5.436
5.947,211.591,23952.5114,8.9475,302.4984,436.3838,5.8193
6.0056,201.9122,500.0,7.5976,399.168,452.7313,2.1909
4.8961,171.8869,13145.1851,5.4531,178.371,533.1873,4.012
9.6244,325.0731,10991.5683,10.7975,372.3755,350.0641,3.1736
5.1342,134.5257,17949.2746,7.174,469.3931,411.0522,3.6268
5.9606,322.5894,15695.6179,4.9277,249.7788,383.7848,4.483
5.9224,239.9891,26382.7502,8.7135,176.7246,326.5708,4.8033
8.3424,88.0555,5125.3058,7.7961,247.4421,393.73,3.8654
6.5576,229.4119,20363.9318,7.7892,281.1204,508.6177,1.704
8.8716,50.0,24466.6914,6.1485,325.103,465.3282,2.8419
5.9898,250.0406,34853.1795,7.901,232.6884,471.5448,5.0758
7.4185,270.8185,16145.8722,6.4765,404.4159,431.718,1.0
5.747,152.6115,22595.6688,8.1119,190.8374,461.8659,5.4249
10.2177,209.8838,5569.0977,3.1901,140.8636,355.9528,4.6255
5.2186,356.3326,864.3504,6.1323,368.5368,395.2392,5.5794
7.4647,159.5403,26758.195,10.4443,100.0,435.3603,3.7617
7.9507,115.2874,19955.5177,5.4659,263.6696,442.2013,1.5263
7.6207,318.5331,29428.1015,5.7923,480.0,445.615,4.5164
6.7221,357.007,9012.7769,6.1041,279.0365,408.9332,5.5296
6.8053,200.2957,24159.2171,4.5704,190.3386,389.8061,5.1097
7.0657,280.917,34950.5427,2.5834,275.4082,672.6217,3.2048
6.7795,307.3181,23357.6449,6.5388,275.9359,492.543,4.1041
8.4458,140.6013,22212.652,7.2717,292.852,453.0518,3.3606
10.3158,161.1755,20068.4486,6.895,332.981,401.3433,3.0169
6.1638,298.47,7432.9483,6.7102,196.8711,383.9025,5.1465
4.9453,334.8011,30844.5835,7.0861,415.0038,409.536,2.563
6.8676,245.0305,15113.1389,9.0457,299.6091,443.4263,2.9274
10.8696,129.6149,24035.8661,6.6191,338.1435,269.5652,2.6752
5.7945,358.9649,7495.7255,5.8518,229.748,294.4488,2.2117
9.4587,157.5223,10564.3227,6.4377,382.9106,369.0494,4.1757
9.5166,173.189,31480.6992,8.1587,259.4358,436.5712,5.3938
6.1696,227.387,17221.5817,9.8241,302.2042,400.8581,3.7781
7.8535,324.3328,31626.2038,5.7437,205.3515,538.2497,2.1931
9.4426,268.3181,19374.1547,7.1979,200.2455,301.4083,5.0079
6.4313,233.1892,5264.8178,7.6767,335.0564,359.8924,6.0228
6.6946,237.0631,27136.5408,5.0148,244.5115,541.6073,3.2245
6.1275,203.4812,15280.8615,7.0408,211.6942,430.4895,3.4257
5.4779,244.6512,25589.5105,4.0687,228.5453,490.7874,4.6188
6.0261,50.0,20201.6869,3.4619,335.9162,584.0998,5.9462
5.1641,176.2714,7655.0542,7.7335,229.677,364.4956,3.3762
7.0511,219.3058,21314.3581,6.2323,270.5876,412.0549,2.4011
5.845,107.9189,37569.7851,7.4046,281.2022,398.2058,4.7577
7.3507,230.9059,23943.8917,6.9642,126.6121,263.6326,4.9589
4.6662,183.6423,19539.858,5.0472,162.3099,395.1683,4.0074
7.4963,340.4381,28602.7472,6.9095,306.9022,490.485,3.3302
8.2503,325.8416,21685.3477,4.5338,221.0377,463.2472,5.1933
4.0094,162.7356,21676.2738,9.7819,364.538,469.5267,4.6336
7.5611,187.933,11266.9986,4.2881,357.3446,389.9593,3.0779
8.8415,194.0842,21870.7842,6.6084,337.5335,367.5122,4.0589
5.1855,163.8672,28283.5473,4.9155,425.5817,521.5405,2.378
9.5089,215.602,13311.5028,8.1408,273.3529,380.2146,4.8231
7.6285,139.3374,31395.9666,6.3371,331.9106,443.5266,3.6853
5.9425,109.5508,19266.3518,5.9627,233.2479,433.0668,3.4771
6.9163,249.8169,12897.8439,8.7064,476.1896,536.9374,3.9606
7.8375,250.3624,27981.0566,7.0589,438.6907,497.713,4.0484
7.114,135.6547,17705.6461,8.0333,280.9504,316.3793,5.0739
7.8081,271.6284,26076.1191,5.0373,310.9269,324.9957,4.7093
5.619,149.4738,17665.9309,4.1904,388.7438,466.3128,3.8123
7.254,220.2532,19521.3909,7.2144,268.2288,414.853,4.9164
4.8794,265.6275,23948.4816,6.3623,227.4701,383.5863,4.4809
6.8332,197.311,22327.1765,8.2529,349.9192,501.2502,3.4881
5.6441,236.3793,4035.7458,6.8402,286.2751,434.9968,3.8503
5.8967,158.6856,11030.0501,7.4102,294.6396,424.1966,3.8221
8.8541,184.2827,27435.2799,3.7532,213.2583,482.3863,4.6063
8.637,183.5312,18942.9073,10.7769,142.5862,389.9913,3.5596
7.9137,140.2737,15810.1496,6.6715,298.8914,545.4815,3.5315
5.3615,185.8581,9131.4079,8.3952,352.397,356.9562,6.3625
6.5254,76.1105,11362.1094,5.3278,261.9355,472.5543,5.1277
8.8196,160.7077,3825.6109,7.616,394.9144,534.7066,3.0873
7.2126,177.21,19189.7543,4.3943,223.6867,309.8164,4.6851
10.479,179.5056,15212.4994,7.9041,195.6236,392.5332,4.142
7.59,180.6802,12267.2969,6.2881,274.6216,511.3766,4.4699
7.2881,195.0589,19455.0126,7.0584,273.3926,512.5796,4.1648
6.5363,238.3553,22911.765,8.3959,341.5975,406.2804,5.4276
7.2003,269.9614,36745.5835,4.5349,218.003,361.2263,4.4147
6.7713,148.0188,7904.9326,5.631,389.4475,496.4749,3.9255
8.0622,103.7439,29275.0483,7.9146,437.3534,514.6839,5.2506
8.4351,116.6364,27784.8125,11.1964,276.8685,326.8269,4.2799
5.821,161.0238,13767.2581,6.7238,379.9768,323.6869,4.1458
5.0032,171.8463,21625.8876,8.1823,195.4802,438.0205,4.3768
4.2457,138.4003,16338.934,6.7861,366.0177,470.3489,3.8877
7.762,96.3107,21485.5086,10.8845,363.7821,396.0745,4.0111
5.345,163.5103,32073.0481,3.5056,349.075,474.3435,3.296
4.0,214.5141,24844.8499,7.1892,278.755,363.1891,3.0986
7.5829,247.6024,24068.867,3.7489,100.0,250.8245,2.8017
10.7395,155.4062,16557.5254,1.9869,228.6618,386.0879,2.3296
6.9909,166.9602,8127.5467,7.5949,229.9267,425.0586,2.9443
8.2577,125.8641,18332.2543,7.279,201.7396,397.9328,3.7909
7.1227,197.4849,29652.8652,6.4303,289.7794,327.3117,4.1237
6.8517,132.1257,7782.6571,6.7876,246.4829,274.7481,3.6744
8.3786,245.8502,11559.2851,13.0,214.031,378.8729,1.1732
6.5646,57.1307,21010.1419,6.4836,195.296,491.8125,5.8895
7.4011,171.2296,12122.7617,8.0202,222.759,520.4958,5.3038
7.4825,224.0886,13659.8124,5.7013,369.7199,515.0171,4.5349
5.9979,214.7068,16611.2113,7.5905,227.118,354.7272,6.289
8.4881,415.4427,9075.0608,6.5235,238.8049,327.7035,2.8272
6.7376,227.984,12207.0252,6.179,243.4642,459.7308,6.2652
5.8664,119.6756,25627.4233,10.6378,307.1195,470.808,2.8417
7.8048,192.3629,9541.0417,9.3544,316.5,452.0136,4.2865
5.6523,57.9003,7217.0229,7.2735,100.0,258.8749,2.4714
7.0423,193.552,14959.8002,2.3916,361.7308,350.6492,4.0176
6.9863,133.3555,25855.644,6.278,394.9094,417.6249,4.4634
8.6288,273.2312,18424.6255,12.4061,195.9851,458.9775,3.8144
7.712,156.0368,16283.3514,6.5387,202.2161,481.3846,4.8567
6.9625,190.6587,20354.8704,9.2064,243.9797,431.5403,4.1188
8.2266,149.1554,6034.3405,9.8839,219.5197,446.4627,3.3731
9.0853,339.1081,23957.6452,7.4379,297.9141,426.7892,3.3198
7.8367,174.3006,23067.4803,5.3164,124.278,474.8495,4.9731
7.0155,346.6046,16725.5322,2.1294,190.5658,445.0293,3.2155
5.0322,265.1321,28047.3961,8.3683,403.1358,425.259,5.0985
5.4023,238.5653,10980.0312,5.3705,205.7424,398.5305,5.4673
6.5422,229.4987,29023.2719,7.3523,379.4743,426.5033,1.9975
6.0857,231.5038,21235.9493,4.5004,308.4271,458.7673,5.3595
6.7195,50.0,17307.5793,6.4695,135.2586,441.398,6.4725
7.085,177.6893,19841.0109,7.0674,330.8263,450.4661,4.3024
7.7945,267.6126,19141.8819,7.5372,270.5866,527.4177,4.7189
6.8943,196.0882,29762.2632,4.7704,243.5626,441.2131,5.2444
7.7298,87.5848,11386.567,9.3938,299.5966,368.0801,3.6694
7.0967,195.8076,13899.8461,5.8062,317.9707,490.6885,4.2187
4.0368,336.3284,28290.4231,3.6511,336.6073,310.7041,2.423
5.591,299.7513,15235.7205,6.782,374.2602,333.4869,4.1664
6.7839,195.0397,27204.2646,7.0688,312.6509,446.8678,4.5977
5.1855,276.1159,33595.4879,7.3212,169.9493,461.3117,4.6194
7.8999,170.6794,16785.6398,9.7243,242.1084,320.3959,5.2785
9.2961,63.6903,25450.8986,6.5271,480.0,389.3746,3.0702
8.8281,126.0427,10770.4617,6.7608,337.9593,371.5133,3.3609
6.6798,325.0311,26037.8664,4.7936,469.543,381.0659,6.2746
9.2361,178.0806,21595.3919,8.6411,391.6347,495.4878,3.8196
7.223,180.5293,23784.3063,7.3686,299.3442,476.5204,4.24
6.4944,176.0129,14835.4234,6.1599,304.1126,418.4702,3.9196
6.0799,352.3309,6711.3327,3.1907,277.0736,376.323,3.014
6.5463,330.0767,24026.0165,9.8888,140.9756,312.028,5.9482
6.4177,377.5024,3492.7748,4.5446,281.4438,533.6148,3.3668
7.2556,187.2764,17461.1961,5.8174,376.854,467.3691,2.6473
7.2409,223.65,27529.4549,7.7167,232.0288,363.4665,3.4591
7.0046,78.6686,21535.1819,4.6069,312.9562,477.568,1.598
7.6554,318.1548,35586.7412,4.013,348.1273,414.3821,3.2185
8.786,106.5776,28200.8732,2.7521,207.2256,397.0312,2.8382
8.4243,217.342,14768.8129,8.442,243.8958,454.8169,4.7409
4.7727,112.2158,20218.507,5.9096,198.5671,360.6801,3.1919
4.0,152.8907,19621.0344,12.8545,214.2268,392.4995,5.0654
8.4015,133.019,7342.5859,5.0113,176.9916,429.7169,5.6782
4.9497,151.37,12476.8087,5.1571,207.9641,380.0439,4.9374
6.6629,156.8702,15513.9127,5.8692,393.5565,473.5268,3.7415
5.2448,156.1385,3710.236,7.4863,206.7618,569.5253,4.1693
4.297,266.6667,20379.9477,6.0596,290.1167,359.6561,2.17
7.8122,111.611,18007.4252,8.2247,239.7705,286.79,3.8395
8.1387,217.6433,6616.8488,5.0428,374.3093,259.8608,2.9675
6.1352,297.4367,23233.7029,4.2368,384.893,407.9625,4.8332
4.0,158.9443,25726.982,3.4036,349.1256,366.9468,7.0873
6.1806,142.5665,21816.2758,2.5529,304.4908,436.6288,4.5998
7.5877,181.558,17407.4546,5.9639,261.5152,430.6078,1.6106
4.7816,294.378,24731.5372,6.398,184.65,291.7427,3.5665
7.275,215.5286,25441.7629,5.7371,435.4823,274.8093,4.147
6.977,157.5029,22459.2286,9.4868,219.2262,443.6747,4.1048
7.8689,238.7101,13403.102,9.4561,333.0917,430.8343,3.123
7.1794,111.8166,22212.8061,6.3304,364.7652,385.9346,4.2944
5.5404,254.5088,29563.8452,3.4122,235.5776,287.4285,2.509
8.7949,232.6886,15226.9675,5.8666,363.041,457.7113,2.8661
6.7622,175.3753,36783.5147,5.8004,341.1371,521.752,4.775
6.959,132.9131,15794.9525,5.6857,418.2371,442.2386,2.7812
5.6001,129.0655,20259.2561,5.6046,242.4523,352.2021,4.6459
6.3351,242.7854,14620.1152,5.6931,177.1309,423.5642,2.3566
5.6728,298.3184,21786.1667,6.2269,239.5608,310.7109,6.1178
6.7406,149.0154,6062.2265,5.7289,296.7083,504.6369,3.0709
9.5676,236.6709,15631.6656,7.4166,284.657,426.5475,3.7316
4.9421,50.0,11263.0304,7.7207,248.525,278.5474,4.3967
4.5797,153.2306,21082.7068,5.1787,127.2642,395.9461,3.3216
9.2068,197.5153,27955.579,9.5421,317.6386,457.0641,4.1721
6.686,127.2253,25168.0495,5.0399,437.7876,393.3562,4.6904
5.9964,125.0795,1026.7251,3.7644,317.1401,397.9283,5.1527
8.5599,146.5776,36336.5572,7.7616,328.7308,322.0478,4.9498
6.0916,223.3754,22362.2395,5.3652,325.7956,465.3233,3.7938
9.739,185.0137,13788.0069,7.6426,311.7637,368.1225,3.824
8.0169,50.0,21257.0234,2.1927,354.5333,247.4844,6.8189
6.2681,50.0,21409.5186,9.7849,311.6299,390.2994,5.1399
10.236,151.4508,14665.2103,8.3446,254.9858,498.492,2.8938
6.0914,236.6149,21583.3333,3.999,216.3209,389.0456,4.12
8.1131,50.0,15140.2217,4.0424,260.0821,559.0388,3.5978
7.4489,160.0216,16765.1041,10.3445,305.1304,454.3174,3.8376
8.9526,157.9002,14509.7669,5.5252,254.7134,447.1007,2.5246
9.3423,311.067,8538.6297,5.3316,305.1471,409.7281,3.5057
7.048,169.1983,21166.6918,2.4679,315.132,414.5371,6.1739
5.8699,230.6391,24682.3955,6.2984,346.6544,398.9261,4.6949
7.69,211.3006,24119.0688,6.5446,382.6236,395.8184,1.0106
5.9834,50.0,26559.402,8.431,286.2406,462.4694,5.4601
10.0201,261.4566,22594.7217,4.2018,175.3779,345.1335,5.3076
7.2048,217.2317,15738.196,3.9594,252.3917,333.9285,3.5689
6.452,240.6615,26717.3109,7.9019,283.525,330.1444,4.8607
7.277,450.0,9139.8597,9.0135,133.1385,583.6524,2.9687
4.9793,50.0,12794.6289,3.8577,391.0932,462.4274,3.4357
5.5426,337.9757,12286.3994,9.163,291.3902,444.3594,5.7983
8.8006,177.0042,28640.4485,7.0751,310.5082,335.3988,3.6739
6.0147,222.9863,27542.3081,9.1836,389.2421,469.8674,1.7563
5.4296,196.359,23898.4419,6.8596,229.5886,410.6743,3.924
7.805,166.0611,28575.4389,1.9554,325.9234,437.1335,3.9057
8.7786,154.4134,12965.7377,6.6961,271.2109,341.8704,5.438
8.0784,226.3607,22788.761,9.1203,265.2731,432.8215,4.0172
8.4941,78.6261,18998.6046,5.2125,218.2246,386.0933,3.4941
5.8648,260.0463,26775.0568,6.2241,413.2483,358.7511,5.2541
4.8673,166.7044,19078.2061,6.6477,249.96,478.7285,4.1449
9.252,109.5945,16920.4569,1.201,335.9571,296.9834,3.1
6.516,163.999,24327.2681,10.3427,129.9994,465.1821,5.386
6.6238,300.5719,27009.3533,5.1972,374.3991,474.7589,4.2324
8.9923,157.1732,14653.2384,8.0115,364.1769,349.6285,4.0035
7.8343,228.6763,19511.3946,6.8266,287.7947,354.3737,4.2135
7.6838,141.5235,11532.4749,9.5152,261.8446,402.1579,2.7152
10.2475,260.6337,500.0,7.8121,312.0,442.5629,3.3668
6.0347,254.8406,21603.6771,6.5302,463.1033,407.7716,4.0043
8.3918,347.8887,24871.2429,5.213,138.9411,454.685,3.7664
7.0855,185.9549,22096.5345,8.5957,342.5622,561.0384,5.5269
7.4029,253.4924,4403.5063,3.2531,207.0706,379.3827,4.2609
9.2927,207.8454,17193.2046,8.2918,278.4065,282.7856,5.0259
7.7618,303.6697,2253.2179,4.8019,260.1696,486.0739,4.0113
7.8074,142.4934,30957.6089,9.5046,245.7345,554.6652,5.2675
8.6088,259.6004,11311.5633,7.3226,279.1628,451.4215,4.477
6.4526,184.4242,30043.2289,8.2882,189.2663,332.9801,4.0161
5.7412,194.8649,27566.9571,7.164,362.3344,410.0886,3.9841
5.4328,207.3402,12795.2772,3.4952,136.4685,330.5181,2.8547
4.0505,220.1792,10937.7204,5.2785,323.1812,471.4284,4.6083
10.0843,190.7017,22802.9617,8.3448,253.8771,311.8968,3.9518
5.3452,217.1771,13245.4077,7.3333,186.326,395.9897,3.3976
6.6681,326.2494,20819.8771,9.362,296.1907,339.653,5.3278
6.5848,278.836,16137.3793,7.8065,155.4439,430.146,2.4997
7.4611,269.5324,5750.7327,5.0666,283.1771,390.6927,3.493
8.2236,163.5568,2156.2558,5.4079,166.1698,434.141,5.2333
8.2907,128.8607,21813.474,7.2058,316.9018,421.788,4.3786
6.1254,276.424,15507.538,2.3719,206.0514,341.0673,3.9426
6.7493,270.0837,15575.2815,10.3469,243.9205,470.1502,4.3012
7.4239,317.8137,25566.9107,7.8835,303.516,416.0987,4.2153
6.627,151.6815,29387.5382,9.4541,218.1966,340.9177,2.18
9.411,181.6361,17819.6422,3.8388,275.3629,599.2741,3.5809
7.7365,68.8413,17275.2103,9.4891,158.8936,458.1144,5.9398
8.1023,168.6023,24001.1443,11.463,330.47,407.7392,3.2088
7.9943,279.7256,9144.5154,4.3582,421.1931,533.2164,3.618
8.7602,162.6804,21785.2244,8.5428,480.0,567.3452,3.3501
7.2715,251.2384,24415.0878,7.0022,287.2935,408.372,3.8956
5.0548,184.7598,25441.8417,3.9111,343.0563,447.7918,3.3003
7.5995,225.9246,4505.9784,7.9858,137.5499,340.9598,4.5841
6.023,108.1847,13909.1578,8.6672,400.2187,408.2246,4.2368
6.2071,206.8168,12973.894,5.7977,342.0983,404.075,4.9283
7.8795,50.0,20799.0956,9.3318,241.2853,434.7862,2.7389
8.8574,185.0483,23845.9566,3.6665,378.9745,446.6208,3.5916
7.0319,69.5621,31973.6833,4.0105,259.6419,464.7863,3.7291
7.4632,296.4796,16040.2762,7.2732,243.358,439.0114,4.5468
9.5533,262.1926,16019.42,7.0508,318.0268,323.1406,3.0481
7.3611,237.3337,29197.3762,5.5669,194.9316,344.9226,5.0988
10.9025,321.6805,22372.6155,8.6192,361.73,376.2874,5.4237
7.8483,124.0867,30141.2121,8.0618,195.5208,397.4208,2.8134
4.3589,339.7891,22309.824,8.7163,195.9956,504.0619,3.411
8.13,274.5753,10743.0671,6.7537,207.2248,326.9649,3.3617
7.5717,181.0756,9334.9732,8.2052,340.76,391.4068,7.1589
8.9346,290.8496,7587.902,6.1087,230.658,496.2408,3.4841
8.0098,111.4965,25296.4147,11.1076,172.1603,396.0098,6.0132
6.7923,134.0389,29508.7746,5.3749,231.5456,456.8333,2.48
5.1636,151.3128,34794.8971,11.2106,277.4366,408.8366,2.8124
6.6865,157.6818,26744.8427,7.0698,185.5222,440.5427,3.1761
5.7242,115.4754,29302.7086,4.249,187.8655,401.7222,2.9852
6.1292,297.8466,15359.8693,9.7362,448.9037,473.3652,3.6785
7.8829,179.2916,10748.6735,7.2518,211.1548,296.3955,3.1495
9.5049,228.2004,26800.6347,8.7022,254.1566,390.935,3.0168
7.592,154.3719,23341.446,9.4477,250.621,443.7258,5.3902
5.2062,54.3517,20859.555,7.6759,246.2915,462.6956,5.4686
7.6669,221.6046,23098.9718,5.8155,329.7077,539.4362,5.1392
8.7949,50.0,22585.4839,8.9514,355.8514,388.718,4.6288
6.0853,194.5093,30270.5349,7.0015,255.5236,538.3585,4.1113
6.799,90.5348,30359.8847,8.3717,181.0817,367.2781,3.4036
7.022,358.9821,24353.7628,2.6925,381.9552,526.2917,2.8562
5.8227,272.909,26766.423,7.894,272.3727,485.3974,4.4356
7.9724,208.4603,24112.5004,5.7228,418.4257,346.9233,2.5916
6.8186,301.0965,16310.6421,10.3066,100.3531,444.5631,2.8073
7.6293,132.2947,26052.5174,8.2462,295.6323,415.9011,5.3835
5.6688,243.4784,8844.0394,7.4797,433.4885,470.0468,6.2808
6.3438,215.9848,28431.1324,7.9726,251.7389,402.1383,4.472
8.0836,221.1216,10443.8165,5.0031,261.9605,395.4203,5.3277
6.4408,301.7883,22286.4263,10.2465,303.6409,529.5276,3.705
9.5904,258.5994,13238.7683,10.9827,235.2963,412.1023,2.3948
6.4005,223.0979,24427.1119,7.7858,255.0342,486.1138,4.7346
7.337,67.609,19728.5982,10.1808,252.9748,401.9719,4.6831
8.3989,123.1963,7241.9523,5.8617,229.8063,553.3331,4.086
4.8725,190.1833,23365.597,5.4058,378.3085,365.7332,3.7091
4.3588,207.4698,15376.6338,7.0818,316.8862,370.8685,5.1547
4.7115,109.5837,27049.1738,7.8699,300.0503,541.9614,2.8171
8.8939,392.9341,20010.6055,6.212,344.6857,384.4043,3.0715
6.1722,321.3115,23163.3679,8.0755,258.8515,548.0859,2.7903
10.8373,248.1695,12339.4484,7.6128,218.0637,491.3472,4.102
6.1536,205.7629,15285.3421,5.0034,231.7901,407.628,2.6945
7.2768,183.0233,16330.8909,8.0376,280.1426,274.9365,3.1789
9.3132,123.8465,26853.6198,8.7271,195.2631,418.4545,3.1531
10.0091,206.1984,33419.0167,7.3429,239.9791,428.1304,3.6873
10.0923,220.6202,13558.626,9.3053,238.7107,513.3774,2.2152
8.8125,100.6592,28614.7852,4.5652,449.9645,547.0758,4.1046
8.5361,226.7341,2642.5807,7.9359,100.0,365.201,5.4968
7.8888,187.5793,10446.4848,4.6594,265.6304,484.0945,4.1626
